Old value,Prediction
775000.00,794109.25
240000.00,271728.84
550000.00,665510.50
1300000.00,1320539.75
220000.00,9113.50
250000.00,241255.81
625000.00,655416.19
425000.00,724607.56
850000.00,813236.31
525000.00,484502.75
3900000.00,4442595.50
500000.00,503881.84
1800000.00,1648835.38
10500000.00,9770806.00
1500000.00,1303569.50
1600000.00,2893781.50
1100000.00,1140180.12
290000.00,341413.94
2700000.00,3004965.00
7500000.00,8161387.00
300000.00,370057.59
850000.00,788246.56
10000.00,-161181.78
975000.00,1134277.75
8500000.00,7796368.50
1100000.00,907525.75
10500000.00,10802312.00
675000.00,708927.25
110000.00,195993.38
350000.00,359792.84
25500000.00,25800218.00
3700000.00,4381852.50
100000.00,208756.25
450000.00,503881.84
1200000.00,1345626.62
3400000.00,3322292.50
1400000.00,1176285.50
800000.00,805625.44
625000.00,625676.12
1000000.00,958504.00
7000000.00,7311683.00
2800000.00,3139354.50
525000.00,480806.03
100000.00,144091.27
170000.00,238700.88
280000.00,169974.67
725000.00,834304.19
3000000.00,2892910.00
1100000.00,972953.56
110000.00,144091.27
110000.00,210198.03
110000.00,144091.27
1700000.00,1760717.62
170000.00,67077.73
575000.00,498707.44
2100000.00,2062561.88
475000.00,483879.75
270000.00,226885.86
1200000.00,1171798.88
4200000.00,4789499.50
3800000.00,3796629.25
160000.00,236081.41
1500000.00,1620304.88
400000.00,484502.75
1400000.00,1183460.12
525000.00,672064.75
400000.00,307412.50
5000000.00,4440927.50
180000.00,189640.73
800000.00,906306.88
230000.00,234322.59
550000.00,465963.44
2200000.00,2810559.50
3400000.00,3786693.25
750000.00,874846.12
550000.00,874401.12
350000.00,395624.03
2800000.00,2396133.50
5000000.00,5222984.00
120000.00,219509.19
2700000.00,2581497.25
750000.00,767413.06
325000.00,316150.81
650000.00,684802.38
325000.00,310976.41
230000.00,384552.00
140000.00,195993.38
250000.00,370057.59
2300000.00,2176424.50
4100000.00,3216625.00
775000.00,829325.06
290000.00,285933.53
375000.00,339763.03
230000.00,370347.22
2700000.00,2271650.00
3000000.00,2746590.50
450000.00,440397.00
600000.00,597525.94
5500000.00,5728083.50
280000.00,334226.41
475000.00,479879.75
40000.00,210198.03
1200000.00,1190164.00
500000.00,559949.25
675000.00,871227.25
525000.00,869295.75
650000.00,782125.25
750000.00,711014.06
325000.00,271728.84
0.00,1012885.31
240000.00,253857.95
575000.00,559038.19
825000.00,1077434.00
725000.00,707860.44
1800000.00,2099430.00
7500000.00,7289689.00
525000.00,672427.69
3200000.00,3603994.50
4100000.00,3415488.00
1100000.00,903050.19
550000.00,465963.44
4400000.00,3508891.00
110000.00,195993.38
12000000.00,11357430.00
2300000.00,2175421.75
2600000.00,2821047.00
750000.00,718951.75
900000.00,955514.38
190000.00,-96882.23
4500000.00,4277445.50
1200000.00,1100759.38
675000.00,637204.44
675000.00,1313330.88
6500000.00,6054915.00
6500000.00,6766275.50
210000.00,193435.14
230000.00,311499.97
1100000.00,1276895.00
6500000.00,7155119.50
1400000.00,1524746.50
1100000.00,957568.50
1400000.00,1601792.75
525000.00,562929.19
60000.00,144091.27
850000.00,1008225.00
4300000.00,3939209.75
8000000.00,7746893.50
675000.00,715175.56
6000000.00,5559038.00
4200000.00,4078698.50
8000000.00,8014633.00
675000.00,648596.69
8500000.00,9196574.00
1100000.00,1155510.62
260000.00,364213.72
875000.00,823995.75
6000000.00,6145830.50
6500000.00,6255828.50
1700000.00,1765004.00
4300000.00,5239150.50
5000000.00,4601100.50
5500000.00,5933742.50
2700000.00,2814724.50
80000.00,207639.83
18500000.00,18408640.00
110000.00,195993.38
200000.00,280761.47
650000.00,571959.50
6000000.00,6999934.00
6500000.00,6518027.00
350000.00,370057.59
0.00,392642.00
800000.00,834304.19
575000.00,503881.84
200000.00,208756.25
725000.00,881333.06
600000.00,1301393.62
350000.00,297295.28
1400000.00,1176285.50
1000000.00,878409.88
250000.00,430926.53
2800000.00,2761275.75
6000000.00,5654643.00
120000.00,-48739.93
625000.00,718951.75
650000.00,632290.06
80000000.00,86830520.00
3200000.00,3643229.00
775000.00,892614.56
1300000.00,1226852.25
60000.00,144091.27
5500000.00,5721078.00
120000.00,210198.03
260000.00,285933.53
1200000.00,1336590.50
7500000.00,7324453.00
3000000.00,2631906.50
575000.00,576815.94
240000.00,209492.38
180000.00,221876.78
2800000.00,2847582.50
4400000.00,4117571.50
34000000.00,32251460.00
15000000.00,15576698.00
1500000.00,1306153.88
190000.00,236081.41
200000.00,236081.41
200000.00,195910.42
3500000.00,3434896.50
100000.00,195993.38
900000.00,949346.62
21500000.00,22699866.00
210000.00,280730.25
3600000.00,3515043.75
1200000.00,1113105.25
110000.00,195993.38
625000.00,580807.75
0.00,-237654.66
250000.00,370057.59
150000.00,195993.38
18000000.00,19670050.00
220000.00,175436.08
700000.00,756329.19
550000.00,557754.81
60000.00,195993.38
290000.00,276903.25
475000.00,440397.00
550000.00,440397.00
4500000.00,4281571.00
1200000.00,1240636.25
1600000.00,1997704.62
375000.00,425109.47
375000.00,498707.44
825000.00,794905.56
100000.00,163470.33
825000.00,794905.56
10500000.00,9254614.00
325000.00,265376.22
11500000.00,12548988.00
120000.00,210198.03
1200000.00,1215085.75
290000.00,271728.84
13000000.00,11500136.00
260000.00,311499.97
725000.00,710001.19
8000000.00,8643574.00
1100000.00,930982.31
22500000.00,22645378.00
60000.00,144091.27
700000.00,783469.62
575000.00,624791.25
800000.00,714101.62
3100000.00,3157795.50
1400000.00,1443224.38
